Function Name,Real Time,CPU Time
process_ecg_data_chunk,0.25,0.16
process_ecg,0.41,0.05
process_ecg_data_chunk,0.41,0.05
process_ecg,0.14,0.00
process_ecg_data_chunk,0.14,0.00
process_ecg,0.19,0.09
process_ecg_data_chunk,0.19,0.09
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.20,0.05
process_ecg_data_chunk,0.20,0.05
process_ecg,0.17,0.09
process_ecg_data_chunk,0.17,0.09
process_ecg,0.19,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.08
process_ecg_data_chunk,0.19,0.08
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.20,0.03
process_ecg_data_chunk,0.20,0.03
process_ecg,0.16,0.06
process_ecg_data_chunk,0.17,0.06
process_ecg,0.24,0.30
process_ecg_data_chunk,0.24,0.30
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.19,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.19,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.20,0.00
process_ecg_data_chunk,0.20,0.00
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.20,0.05
process_ecg_data_chunk,0.20,0.05
process_ecg,0.17,0.09
process_ecg_data_chunk,0.17,0.09
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.38,0.91
process_ecg_data_chunk,0.38,0.91
process_ecg,0.38,0.72
process_ecg_data_chunk,0.38,0.72
process_ecg,0.59,1.77
process_ecg_data_chunk,0.59,1.77
process_ecg,0.20,0.08
process_ecg_data_chunk,0.20,0.08
process_ecg,0.23,0.14
process_ecg_data_chunk,0.23,0.14
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.21,0.20
process_ecg_data_chunk,0.22,0.20
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.25,0.22
process_ecg_data_chunk,0.25,0.22
process_ecg,0.16,0.03
process_ecg_data_chunk,0.16,0.03
process_ecg,0.17,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.00
process_ecg_data_chunk,0.19,0.00
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.16,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.16,0.08
process_ecg_data_chunk,0.16,0.08
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.08
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.17,0.12
process_ecg_data_chunk,0.17,0.12
process_ecg,0.23,0.50
process_ecg_data_chunk,0.23,0.50
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.19,0.25
process_ecg_data_chunk,0.19,0.25
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.17,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.19,0.09
process_ecg_data_chunk,0.19,0.09
process_ecg,0.19,0.08
process_ecg_data_chunk,0.19,0.08
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.22,0.06
process_ecg_data_chunk,0.22,0.06
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.12
process_ecg_data_chunk,0.18,0.12
process_ecg,0.15,0.08
process_ecg_data_chunk,0.15,0.08
process_ecg,0.16,0.11
process_ecg_data_chunk,0.16,0.11
process_ecg,0.15,0.08
process_ecg_data_chunk,0.15,0.08
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.19,0.11
process_ecg_data_chunk,0.20,0.11
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.05
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.16,0.02
process_ecg_data_chunk,0.16,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.03
process_ecg,0.16,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
fetch_data_chunk,0.00,0.00
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.06
process_ecg_data_chunk,0.17,0.06
process_ecg,0.16,0.08
process_ecg_data_chunk,0.16,0.08
process_ecg,0.25,0.34
process_ecg_data_chunk,0.25,0.34
process_ecg,0.16,0.03
process_ecg_data_chunk,0.16,0.03
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.16,0.00
process_ecg_data_chunk,0.16,0.00
process_ecg,0.17,0.09
process_ecg_data_chunk,0.17,0.09
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.19,0.00
process_ecg_data_chunk,0.19,0.00
process_ecg,0.16,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.16,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.19,0.22
process_ecg_data_chunk,0.19,0.22
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.16,0.05
process_ecg_data_chunk,0.16,0.05
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.16,0.14
process_ecg_data_chunk,0.16,0.14
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.19,0.25
process_ecg_data_chunk,0.19,0.25
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.16,0.02
process_ecg_data_chunk,0.16,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.16,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.21,0.06
process_ecg_data_chunk,0.21,0.06
process_ecg,0.23,0.36
process_ecg_data_chunk,0.23,0.36
process_ecg,0.20,0.00
process_ecg_data_chunk,0.20,0.00
process_ecg,0.25,0.05
process_ecg_data_chunk,0.25,0.05
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
fetch_data_chunk,0.00,0.00
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.23,0.30
process_ecg_data_chunk,0.23,0.30
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.24,0.02
process_ecg_data_chunk,0.24,0.02
process_ecg,0.21,0.03
process_ecg_data_chunk,0.21,0.03
process_ecg,0.25,0.12
process_ecg_data_chunk,0.25,0.12
process_ecg,0.25,0.08
process_ecg_data_chunk,0.25,0.08
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.23,0.02
process_ecg_data_chunk,0.23,0.02
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.23,0.02
process_ecg_data_chunk,0.23,0.02
process_ecg,0.23,0.00
process_ecg_data_chunk,0.23,0.00
process_ecg,0.24,0.03
process_ecg_data_chunk,0.24,0.03
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.19,0.09
process_ecg_data_chunk,0.19,0.09
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.18,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.16,0.00
process_ecg_data_chunk,0.16,0.00
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.16,0.03
process_ecg_data_chunk,0.16,0.03
process_ecg,0.17,0.09
process_ecg_data_chunk,0.17,0.09
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.19,0.08
process_ecg_data_chunk,0.19,0.08
process_ecg,0.22,0.06
process_ecg_data_chunk,0.22,0.06
process_ecg,0.20,0.05
process_ecg_data_chunk,0.20,0.05
process_ecg,0.20,0.00
process_ecg_data_chunk,0.20,0.00
process_ecg,0.16,0.02
process_ecg_data_chunk,0.16,0.02
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.06
process_ecg_data_chunk,0.17,0.06
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.17,0.05
process_ecg_data_chunk,0.17,0.05
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.16,0.02
process_ecg_data_chunk,0.16,0.02
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.24,0.41
process_ecg_data_chunk,0.24,0.41
process_ecg,0.17,0.06
process_ecg_data_chunk,0.17,0.06
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.19,0.23
process_ecg_data_chunk,0.19,0.23
process_ecg,0.20,0.06
process_ecg_data_chunk,0.20,0.06
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.15,0.00
process_ecg_data_chunk,0.15,0.00
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.16,0.11
process_ecg_data_chunk,0.16,0.11
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.00
process_ecg_data_chunk,0.18,0.00
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.08
process_ecg_data_chunk,0.17,0.08
process_ecg,0.22,0.05
process_ecg_data_chunk,0.22,0.05
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.19,0.00
process_ecg_data_chunk,0.19,0.00
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.20,0.08
process_ecg_data_chunk,0.20,0.08
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.22,0.08
process_ecg_data_chunk,0.22,0.08
process_ecg,0.22,0.09
process_ecg_data_chunk,0.22,0.09
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.23,0.03
process_ecg_data_chunk,0.23,0.03
process_ecg,0.22,0.03
process_ecg_data_chunk,0.22,0.03
process_ecg,0.29,0.34
process_ecg_data_chunk,0.29,0.34
process_ecg,0.22,0.00
process_ecg_data_chunk,0.22,0.00
process_ecg,0.20,0.12
process_ecg_data_chunk,0.20,0.12
process_ecg,0.19,0.19
process_ecg_data_chunk,0.19,0.19
process_ecg,0.20,0.14
process_ecg_data_chunk,0.21,0.14
process_ecg,0.18,0.16
process_ecg_data_chunk,0.18,0.16
process_ecg,0.21,0.12
process_ecg_data_chunk,0.21,0.12
process_ecg,0.22,0.03
process_ecg_data_chunk,0.22,0.03
process_ecg,0.21,0.05
process_ecg_data_chunk,0.21,0.05
process_ecg,0.20,0.05
process_ecg_data_chunk,0.20,0.05
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.20,0.02
process_ecg_data_chunk,0.20,0.02
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.15,0.00
process_ecg_data_chunk,0.15,0.00
process_ecg,0.16,0.02
process_ecg_data_chunk,0.16,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.21,0.08
process_ecg_data_chunk,0.21,0.08
process_ecg,0.21,0.02
process_ecg_data_chunk,0.21,0.02
process_ecg,0.19,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.19,0.03
process_ecg_data_chunk,0.19,0.03
process_ecg,0.18,0.12
process_ecg_data_chunk,0.18,0.12
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.09
process_ecg_data_chunk,0.18,0.09
process_ecg,0.18,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.19,0.06
process_ecg_data_chunk,0.19,0.06
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.19,0.06
process_ecg_data_chunk,0.20,0.06
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.20,0.09
process_ecg_data_chunk,0.20,0.09
process_ecg,0.19,0.02
process_ecg_data_chunk,0.19,0.02
process_ecg,0.19,0.08
process_ecg_data_chunk,0.19,0.08
process_ecg,0.19,0.12
process_ecg_data_chunk,0.19,0.12
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.22,0.20
process_ecg_data_chunk,0.22,0.22
process_ecg,0.16,0.06
process_ecg_data_chunk,0.16,0.06
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.20,0.14
process_ecg_data_chunk,0.20,0.16
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.23,0.53
process_ecg_data_chunk,0.23,0.53
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.19,0.11
process_ecg_data_chunk,0.19,0.11
process_ecg,0.20,0.16
process_ecg_data_chunk,0.20,0.16
process_ecg,0.19,0.12
process_ecg_data_chunk,0.19,0.12
process_ecg,0.18,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.16,0.12
process_ecg_data_chunk,0.17,0.12
process_ecg,0.17,0.11
process_ecg_data_chunk,0.18,0.11
process_ecg,0.18,0.12
process_ecg_data_chunk,0.18,0.12
process_ecg,0.18,0.19
process_ecg_data_chunk,0.18,0.19
process_ecg,0.17,0.02
process_ecg_data_chunk,0.17,0.02
process_ecg,0.20,0.03
process_ecg_data_chunk,0.20,0.03
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.17,0.03
process_ecg_data_chunk,0.17,0.03
process_ecg,0.22,0.05
process_ecg_data_chunk,0.22,0.05
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.21,0.00
process_ecg_data_chunk,0.21,0.00
process_ecg,0.21,0.03
process_ecg_data_chunk,0.21,0.03
process_ecg,0.25,0.02
process_ecg_data_chunk,0.25,0.02
process_ecg,0.22,0.02
process_ecg_data_chunk,0.22,0.02
process_ecg,0.27,0.09
process_ecg_data_chunk,0.27,0.09
process_ecg,0.26,0.17
process_ecg_data_chunk,0.26,0.19
process_ecg,0.22,0.08
process_ecg_data_chunk,0.22,0.08
process_ecg,0.22,0.02
process_ecg_data_chunk,0.22,0.02
process_ecg,0.18,0.05
process_ecg_data_chunk,0.18,0.05
process_ecg,0.17,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.19,0.00
process_ecg_data_chunk,0.19,0.00
process_ecg,0.25,0.05
process_ecg_data_chunk,0.25,0.05
process_ecg,0.26,0.03
process_ecg_data_chunk,0.26,0.03
process_ecg,0.26,0.00
process_ecg_data_chunk,0.26,0.00
process_ecg,0.21,0.05
process_ecg_data_chunk,0.21,0.05
process_ecg,0.22,0.03
process_ecg_data_chunk,0.22,0.03
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.22,0.00
process_ecg_data_chunk,0.22,0.00
process_ecg,0.26,0.08
process_ecg_data_chunk,0.26,0.08
process_ecg,0.20,0.12
process_ecg_data_chunk,0.20,0.12
process_ecg,0.22,0.02
process_ecg_data_chunk,0.22,0.02
process_ecg,0.16,0.00
process_ecg_data_chunk,0.17,0.00
process_ecg,0.18,0.03
process_ecg_data_chunk,0.18,0.03
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.20,0.23
process_ecg_data_chunk,0.20,0.23
process_ecg,0.19,0.05
process_ecg_data_chunk,0.19,0.05
process_ecg,0.18,0.02
process_ecg_data_chunk,0.18,0.02
process_ecg,0.18,0.06
process_ecg_data_chunk,0.18,0.06
process_ecg,0.24,0.28
process_ecg_data_chunk,0.24,0.28
process_ecg,0.16,0.00
process_ecg_data_chunk,0.16,0.00
process_ecg,0.17,0.11
process_ecg_data_chunk,0.17,0.11
process_ecg,0.16,0.09
process_ecg_data_chunk,0.16,0.09
process_ecg,0.16,0.09
process_ecg_data_chunk,0.16,0.09
process_ecg,0.16,0.08
process_ecg_data_chunk,0.16,0.08
process_ecg,0.16,0.03
process_ecg_data_chunk,0.16,0.03
fetch_data_chunk,0.00,0.00
process_ecg,0.17,0.06
process_ecg_data_chunk,0.17,0.06
process_ecg,0.18,0.08
process_ecg_data_chunk,0.18,0.08
process_ecg,0.23,0.06
process_ecg_data_chunk,0.23,0.06
process_ecg,0.24,0.00
process_ecg_data_chunk,0.24,0.00
process_ecg,0.23,0.03
process_ecg_data_chunk,0.23,0.03
process_ecg,0.24,0.05
process_ecg_data_chunk,0.24,0.05
process_ecg,0.21,0.05
process_ecg_data_chunk,0.21,0.05
process_ecg,0.22,0.06
